KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001100001,T001100002,T001100003,T001100004,T001100005,T001100006,T001100007,T001100008,T001100009,T001100010,T001100011,T001100012,T001100013,T001100014,T001100015,T001100016,T001100017,T001100018,T001100019,T001100020,T001100021,T001100022,T001100023,T001100024,T001100025,T001100026,T001100027,T001100028,T001100029,T001100030,T001100031,T001100032,T001100033,T001100034,T001100035,T001100036,T001100037,T001100038,T001100039,T001100040,T001100041,T001100042,T001100043,T001100044,T001100045,T001100046,T001100047,T001100048,T001100049,T001100050
52330031,0,,,15,8,7,0,0,0,15,8,7,6,5,1,15,8,7,15,8,7,9,3,6,6,2,4,0,0,0,0,0,0,0,0,0,6,6,1,1,4,0,0,0,0,5,5,0,0,6,0,1,0
52330032,0,,,21,9,12,0,0,0,21,9,12,11,6,5,19,7,12,19,7,12,10,3,7,8,2,6,0,0,0,0,0,0,0,0,0,9,9,3,1,4,1,0,0,0,5,5,0,0,7,0,3,0
52330033,0,,,42,22,20,3,2,1,39,20,19,15,9,6,39,20,19,39,20,19,24,11,13,13,5,8,8,4,4,0,0,0,0,0,0,19,19,5,8,4,1,1,0,0,14,13,1,0,15,0,3,7
52330034,0,,,23,11,12,2,1,1,21,10,11,12,7,5,20,9,11,20,9,11,9,3,6,4,1,3,4,1,3,0,0,0,0,0,0,8,8,2,2,1,2,0,1,0,6,3,3,0,7,0,2,1
52330035,0,,,33,16,17,1,1,0,32,15,17,16,6,10,30,14,16,30,14,16,16,9,7,4,3,1,1,1,0,0,0,0,1,0,1,14,14,6,5,0,1,0,1,1,8,5,3,0,11,1,4,4
52330036,0,,,215,65,150,8,6,2,207,59,148,40,19,21,206,59,147,206,59,147,167,40,127,148,31,117,116,18,98,27,3,24,1,0,1,57,53,27,15,5,1,4,1,0,26,19,7,2,44,0,26,6
52330037,0,,,47,16,31,5,3,2,42,13,29,15,7,8,42,13,29,42,13,29,27,6,21,23,5,18,14,2,12,0,0,0,0,0,0,14,12,3,3,3,2,1,0,0,9,6,3,1,8,0,3,2
52330038,0,,,76,37,39,7,3,4,69,34,35,37,17,20,67,32,35,67,32,35,32,17,15,22,10,12,8,3,5,0,0,0,13,6,7,32,32,9,11,6,3,3,0,0,23,17,6,2,21,1,6,6
52330039,0,,,837,380,457,55,30,25,781,350,431,355,171,184,769,346,423,763,343,420,426,179,247,243,89,154,121,41,80,14,2,12,40,11,29,394,392,146,136,68,32,4,4,2,245,205,40,13,272,10,89,79
52330041,2,52330042,,4,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330042,1,,52330041,46,20,26,2,1,1,48,21,27,17,8,9,47,21,26,47,21,26,31,13,18,21,8,13,12,3,9,0,0,0,0,0,0,23,23,10,6,8,1,0,0,0,15,12,3,0,22,0,9,5
52330043,0,,,91,40,51,6,3,3,85,37,48,40,20,20,82,35,47,81,35,46,45,17,28,21,8,13,12,5,7,1,1,0,0,0,0,40,40,14,14,4,5,2,0,1,26,22,4,2,32,0,12,7
52330044,2,52330055,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330045,0,,,96,47,49,22,11,11,74,36,38,37,20,17,71,35,36,70,35,35,37,16,21,26,9,17,14,3,11,0,0,0,0,0,0,35,34,11,10,4,4,2,2,1,23,18,5,5,22,1,8,6
52330046,0,,,429,203,226,49,28,21,380,175,205,208,108,100,367,171,196,362,170,192,172,67,105,115,43,72,48,20,28,4,2,2,12,4,8,187,187,62,60,34,16,10,4,1,125,106,19,14,110,5,39,32
52330047,0,,,28,12,16,0,0,0,28,12,16,15,8,7,28,12,16,28,12,16,13,4,9,11,3,8,6,1,5,2,1,1,0,0,0,12,12,3,5,2,1,1,0,0,9,6,3,0,9,0,3,2
52330048,0,,,213,93,120,21,13,8,192,80,112,113,51,62,187,78,109,186,78,108,79,29,50,55,16,39,28,6,22,6,0,6,14,4,10,100,98,44,22,22,6,3,1,0,54,41,13,6,44,11,11,11
52330049,0,,,34,14,20,5,1,4,29,13,16,22,10,12,29,13,16,28,12,16,7,3,4,4,1,3,2,0,2,0,0,0,5,0,5,15,15,6,2,4,3,0,0,0,9,7,2,3,4,5,0,1
52330050,0,,,72,41,31,11,8,3,61,33,28,40,21,19,59,32,27,59,32,27,21,12,9,6,3,3,2,1,1,1,0,1,0,0,0,24,24,3,7,7,5,0,1,1,21,18,3,5,13,0,2,5
52330053,0,,,25,13,12,0,0,0,25,13,12,11,6,5,25,13,12,24,12,12,14,7,7,5,2,3,2,0,2,0,0,0,0,0,0,11,11,4,3,2,1,1,0,0,7,6,1,0,10,0,4,2
52330054,0,,,165,78,87,20,10,10,145,68,77,93,44,49,136,63,73,131,62,69,52,24,28,22,7,15,11,2,9,3,1,2,0,0,0,59,59,15,13,11,10,9,1,0,44,36,8,5,34,0,13,6
52330055,1,,52330044,46,26,20,4,3,1,52,28,24,24,15,9,52,28,24,51,28,23,28,13,15,21,9,12,9,5,4,1,0,1,0,0,0,21,21,8,7,2,2,4,0,0,15,11,4,1,19,0,6,4
52330056,0,,,14,5,9,0,0,0,14,5,9,3,1,2,14,5,9,13,5,8,11,4,7,6,3,3,1,0,1,0,0,0,0,0,0,7,7,2,3,2,0,0,0,0,5,4,1,0,7,0,2,3
52330057,0,,,19,7,12,0,0,0,19,7,12,10,6,4,19,7,12,19,7,12,9,1,8,8,1,7,5,0,5,0,0,0,0,0,0,10,10,7,0,1,1,1,0,0,3,0,3,0,8,0,5,0
52330058,0,,,55,30,25,0,0,0,55,30,25,31,14,17,55,30,25,55,30,25,24,16,8,16,11,5,9,7,2,0,0,0,4,0,4,28,28,10,10,7,1,0,0,0,18,16,2,0,17,2,4,3
52330060,0,,,15,8,7,0,0,0,15,8,7,8,5,3,15,8,7,14,7,7,7,3,4,1,0,1,0,0,0,0,0,0,0,0,0,6,6,1,2,2,1,0,0,0,5,5,0,0,4,0,1,2
52330062,2,52330063,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330063,1,,52330062,5,3,2,0,0,0,11,5,6,1,1,0,11,5,6,11,5,6,10,4,6,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,3,1,0,0,0,0,4,4,0,0,6,0,2,3
52330066,0,,,30,16,14,1,1,0,29,15,14,13,8,5,29,15,14,29,15,14,16,7,9,9,5,4,5,3,2,0,0,0,0,0,0,11,11,2,4,1,3,1,0,0,9,5,4,0,8,0,1,2
52330067,2,52330068,,11,6,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330068,1,,52330067,36,17,19,4,2,2,43,21,22,17,9,8,42,21,21,42,21,21,26,12,14,15,6,9,9,3,6,0,0,0,0,0,0,16,16,4,9,2,3,0,0,1,15,12,3,1,17,0,4,5
52330069,0,,,87,47,40,2,1,1,85,46,39,46,29,17,81,44,37,79,43,36,39,17,22,22,8,14,8,2,6,1,1,0,1,0,1,33,33,5,12,9,5,1,1,0,27,23,4,0,25,0,4,5
52330070,2,52330080,,13,5,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,8,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330071,2,52330081,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330072,0,,,11,5,6,0,0,0,11,5,6,4,2,2,11,5,6,11,5,6,7,3,4,6,3,3,1,0,1,0,0,0,0,0,0,5,5,2,1,1,1,0,0,0,3,2,1,0,4,0,1,1
52330073,0,,,18,10,8,3,2,1,15,8,7,3,2,1,15,8,7,15,8,7,12,6,6,5,2,3,2,1,1,0,0,0,0,0,0,8,8,4,2,1,0,0,0,1,4,3,1,0,8,0,4,2
52330074,2,52330085,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330075,2,52330085,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330076,2,52330077,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330077,1,,52330076,61,25,36,8,2,6,61,25,36,34,12,22,61,25,36,61,25,36,27,13,14,15,4,11,6,2,4,3,1,2,4,1,3,29,29,14,10,4,4,0,0,1,19,16,3,2,22,2,10,5
52330078,0,,,18,11,7,0,0,0,18,11,7,5,3,2,18,11,7,18,11,7,13,8,5,8,4,4,1,0,1,0,0,0,0,0,0,10,10,3,6,1,0,0,0,0,7,7,0,0,8,0,3,3
52330079,0,,,30,15,15,2,1,1,28,14,14,12,7,5,26,12,14,25,12,13,16,7,9,11,5,6,2,1,1,0,0,0,0,0,0,10,10,2,4,1,0,2,0,1,8,4,4,0,9,0,2,3
52330080,1,,52330070,8,3,5,2,2,0,19,6,13,5,2,3,19,6,13,19,6,13,14,4,10,12,3,9,3,1,2,0,0,0,0,0,0,4,4,6,4,1,1,0,0,0,6,5,1,1,10,0,6,2
52330081,1,,52330071,22,14,8,0,0,0,30,17,13,19,13,6,29,17,12,27,15,12,11,4,7,9,3,6,3,1,2,0,0,0,0,0,0,8,8,2,4,1,3,1,0,0,9,4,5,0,7,0,0,1
52330082,0,,,125,62,63,9,4,5,116,58,58,47,27,20,113,55,58,112,55,57,69,31,38,31,11,20,18,5,13,3,0,3,1,0,1,49,49,12,16,10,6,3,2,0,37,24,13,3,43,0,12,10
52330083,0,,,55,24,31,2,2,0,53,22,31,18,7,11,53,22,31,53,22,31,35,15,20,28,11,17,4,2,2,0,0,0,0,0,0,26,26,7,12,4,3,0,0,0,19,14,5,0,24,0,7,9
52330084,0,,,19,8,11,0,0,0,19,8,11,14,5,9,17,8,9,16,8,8,5,3,2,3,2,1,1,0,1,0,0,0,0,0,0,5,5,0,2,0,1,1,1,0,4,1,3,0,4,0,0,1
52330085,1,,52330074;52330075,21,12,9,0,0,0,32,16,16,13,7,6,32,16,16,32,16,16,19,9,10,10,3,7,4,1,3,0,0,0,0,0,0,10,10,2,9,4,0,0,0,0,13,11,2,0,13,0,1,7
52330086,1,,52330096,49,24,25,3,1,2,55,29,26,34,18,16,55,29,26,55,29,26,21,11,10,11,4,7,4,2,2,0,0,0,0,0,0,17,17,4,5,7,0,2,1,1,16,11,5,2,15,0,2,4
52330087,0,,,33,15,18,6,2,4,27,13,14,17,9,8,26,12,14,26,12,14,10,4,6,7,3,4,3,1,2,1,0,1,0,0,0,10,10,1,3,3,0,1,2,0,9,6,3,1,7,0,1,1
52330092,0,,,46,22,24,3,2,1,43,20,23,20,8,12,41,19,22,41,19,22,23,12,11,11,5,6,2,1,1,0,0,0,0,0,0,20,20,5,10,2,2,0,0,1,15,12,3,1,14,0,3,6
52330093,0,,,63,27,36,3,2,1,60,25,35,28,12,16,60,25,35,60,25,35,32,13,19,21,7,14,9,3,6,0,0,0,0,0,0,31,31,13,10,3,4,1,0,0,18,14,4,2,23,0,10,6
52330094,0,,,18,8,10,0,0,0,18,8,10,3,2,1,18,8,10,18,8,10,15,6,9,7,2,5,4,1,3,1,0,1,0,0,0,8,8,1,4,3,0,0,0,0,7,5,2,0,8,0,1,3
52330096,2,52330086,,9,6,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330097,1,,52330098;52330099,15,9,6,0,0,0,29,13,16,11,7,4,29,13,16,29,13,16,18,6,12,8,1,7,7,1,6,0,0,0,0,0,0,5,5,4,3,2,2,1,0,0,8,4,4,0,11,0,4,1
52330098,2,52330097,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330099,2,52330097,,11,3,8,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330100,0,,,93,47,46,7,6,1,86,41,45,38,17,21,84,40,44,84,40,44,48,24,24,26,13,13,10,5,5,1,0,1,0,0,0,34,34,3,15,9,4,2,0,1,31,25,6,1,26,0,3,8
52330101,0,,,28,14,14,1,0,1,27,14,13,18,10,8,24,13,11,23,12,11,9,4,5,3,1,2,1,0,1,0,0,0,0,0,0,12,12,3,4,4,0,1,0,0,9,8,1,0,7,0,2,3
52330102,0,,,59,28,31,1,0,1,58,28,30,23,14,9,58,28,30,57,27,30,35,14,21,22,7,15,10,2,8,0,0,0,0,0,0,25,25,7,7,7,3,1,0,0,18,10,8,0,21,0,6,5
52330103,1,,52330104,26,13,13,2,0,2,32,16,16,17,9,8,31,15,16,30,14,16,15,7,8,7,3,4,3,0,3,0,0,0,0,0,0,9,9,0,3,5,2,1,0,0,11,7,4,1,8,0,0,3
52330104,2,52330103,,8,3,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330106,0,,,123,61,62,11,6,5,112,55,57,66,36,30,110,54,56,108,52,56,46,19,27,24,8,16,12,4,8,2,0,2,0,0,0,42,42,13,11,4,5,3,1,5,28,14,14,3,36,0,11,3
52330107,0,,,49,25,24,8,4,4,41,21,20,20,12,8,39,19,20,39,19,20,21,9,12,7,3,4,3,1,2,0,0,0,0,0,0,17,17,2,7,4,1,1,2,0,15,11,4,1,14,0,2,5
52330109,0,,,20,8,12,1,1,0,19,7,12,5,3,2,18,7,11,18,7,11,14,4,10,6,1,5,5,1,4,0,0,0,0,0,0,8,8,1,6,0,0,0,0,1,7,5,2,0,8,0,1,3
52330110,1,,52330120,43,20,23,5,1,4,47,23,24,19,10,9,47,23,24,47,23,24,28,13,15,9,2,7,5,1,4,0,0,0,0,0,0,15,15,2,6,6,2,1,0,1,16,9,7,0,17,0,2,5
52330111,0,,,101,51,50,10,5,5,91,46,45,48,28,20,89,44,45,88,44,44,43,18,25,20,9,11,8,1,7,1,0,1,0,0,0,44,44,17,10,9,6,0,1,1,27,21,6,2,31,0,12,4
52330112,2,52330121,,8,5,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330113,0,,,42,21,21,0,0,0,42,21,21,14,8,6,41,20,21,41,20,21,28,13,15,15,6,9,5,2,3,1,0,1,0,0,0,19,19,5,6,7,1,0,0,0,14,9,5,0,17,0,4,3
52330115,0,,,57,26,31,9,4,5,48,22,26,27,12,15,47,22,25,47,22,25,21,10,11,8,3,5,2,0,2,0,0,0,0,0,0,22,22,3,9,6,3,0,1,0,18,14,4,2,13,0,2,4
52330116,0,,,318,150,168,33,17,16,285,133,152,143,71,72,276,127,149,272,126,146,142,62,80,78,29,49,28,8,20,1,0,1,0,0,0,127,127,35,46,22,11,6,0,7,92,73,19,5,95,2,26,26
52330117,0,,,48,23,25,5,3,2,43,20,23,21,11,10,42,19,23,42,19,23,22,9,13,13,5,8,7,3,4,1,1,0,0,0,0,18,18,4,6,4,1,2,1,0,14,9,5,1,15,0,4,2
52330118,1,,52330119,33,19,14,4,2,2,38,21,17,23,15,8,37,20,17,36,19,17,15,6,9,6,2,4,5,2,3,0,0,0,1,0,1,14,14,9,3,1,2,2,1,0,9,8,1,0,13,0,8,1
52330119,2,52330118,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330120,2,52330110,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330121,1,,52330112;52330122,22,14,8,1,1,0,33,21,12,23,15,8,30,18,12,27,15,12,10,6,4,10,6,4,6,5,1,0,0,0,0,0,0,5,5,2,0,2,5,0,1,0,8,4,4,1,6,1,1,0
52330122,2,52330121,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
52330124,0,,,33,20,13,3,2,1,30,18,12,15,9,6,30,18,12,30,18,12,15,9,6,7,4,3,0,0,0,0,0,0,0,0,0,12,12,5,2,0,2,2,1,0,7,3,4,1,11,0,5,1
52330125,0,,,13,7,6,0,0,0,13,7,6,6,4,2,12,6,6,11,6,5,7,3,4,5,2,3,1,0,1,1,0,1,0,0,0,6,6,2,2,1,1,0,0,0,4,4,0,0,4,0,1,1
52330126,0,,,11,4,7,3,0,3,8,4,4,3,2,1,8,4,4,8,4,4,5,2,3,2,0,2,1,0,1,0,0,0,0,0,0,4,4,1,1,1,0,1,0,0,3,3,0,1,3,0,1,1
52330127,0,,,60,30,30,3,2,1,57,28,29,30,16,14,56,28,28,55,27,28,27,12,15,17,8,9,6,3,3,0,0,0,0,0,0,17,17,1,5,4,2,2,2,1,16,8,8,1,16,0,1,3
52330128,0,,,55,26,29,2,2,0,53,24,29,23,10,13,53,24,29,52,24,28,30,14,16,19,10,9,6,3,3,1,1,0,1,0,1,23,23,3,14,3,2,0,0,1,20,17,3,1,20,0,3,9
52330129,0,,,101,48,53,12,6,6,89,42,47,47,24,23,88,41,47,87,41,46,42,18,24,15,4,11,8,2,6,0,0,0,0,0,0,38,38,12,10,5,7,1,0,3,24,15,9,3,28,0,10,5
52330130,0,,,364,180,184,73,41,32,291,139,152,190,98,92,279,134,145,276,131,145,101,41,60,51,15,36,12,2,10,2,0,2,0,0,0,141,141,42,35,32,17,7,3,5,98,79,19,15,71,0,26,16
